"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/03/2017","Transfer from Kalpan Checking","Payment Thank You Bill Pa","473.44","credit","Credit Card Payment","Freedom Card","",""
"3/03/2017","Transfer from Kalpan Checking","Payment Thank You Bill Pa","1380.65","credit","Credit Card Payment","Sapphire Card","",""
"3/03/2017","Shop Rite","SHOPRITE HILLSBORGH S1","4.26","debit","Groceries","Sapphire Card","",""
"3/03/2017","GoDaddy.com","DNH*GODADDY.COM 480-5058855 AZ","24.00","debit","Business Services","Rewards Card","",""
"3/03/2017","GoDaddy.com","DNH*GODADDY.COM 480-5058855 AZ","35.00","debit","Business Services","Rewards Card","",""
"3/03/2017","Digital Ubill Paymt","WITHDRAW / DIGITAL CREDIT UBILL PAYMT170303","160.50","debit","Auto Payment","DCU Checking","",""
"3/03/2017","Digital Ubill Paymt","WITHDRAW / DIGITAL CREDIT UBILL PAYMT170303","823.55","debit","Auto Payment","DCU Checking","",""
"3/02/2017","Transfer from Kalpan Checking","PAYMENT","2265.11","credit","Credit Card Payment","Rewards Card","",""
"3/02/2017","Netflix","NETFLIX.COM NETFLIX.COM CA","10.68","debit","Movies & DVDs","Rewards Card","",""
"3/02/2017","Transfer to Rewards Card","Bank of America Credit Card Bill Payment","2265.11","debit","Credit Card Payment","Kalpan Checking","",""
"3/02/2017","Credit Card Payment","Bank of America Credit Card Bill Payment","87.00","debit","Credit Card Payment","Kalpan Checking","",""
"3/02/2017","FirstEnergy","FIRSTENERGY OPCO DES:FE ECHECK ID:XXXXX9346684 INDN:Kalpan Bhatt CO...","5.20","debit","Utilities","Kalpan Checking","",""
"3/02/2017","Lukoil","LUKOIL 57320","44.72","debit","Gas & Fuel","Freedom Card","",""
"3/01/2017","Quick Chek","QUICK CHEK CORPORATION","22.05","debit","Gas & Fuel","Freedom Card","",""
"2/28/2017","Chipotle","CHIPOTLE 0867","7.25","debit","Restaurants","Sapphire Card","",""
"2/28/2017","Valuestax Sc","PAYPAL *VALUESTAX 402-935-7733 SC","38.00","debit","Legal","Rewards Card","",""
"2/28/2017","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX6074244CTS INDN:BHATT,KALPAN K...","1318.57","credit","Paycheck","Kalpan Checking","",""
"2/28/2017","Cognizant Techno Direct","COGNIZANT TECHNO DIRECT DEPPPD ID: 9111111103","500.00","credit","Paycheck","Kalpan Checking","",""
"2/28/2017","Dividend","DIVIDEND","0.02","credit","Investments","DCU Savings","",""
"2/27/2017","Bottle King","BOTTLE KING HILLSBOROUGH","24.56","debit","Alcohol & Bars","Sapphire Card","",""
"2/27/2017","IKEA","IKEA ELIZABETH","18.56","debit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/27/2017","AMC","AMC NEW BRUNSWICK #2220","7.98","debit","Movies & DVDs","Sapphire Card","",""
"2/27/2017","IKEA","IKEA ELIZABETH","19.62","credit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/27/2017","Deposit Cognizant Technodirect","DEPOSIT / COGNIZANT TECHNODIRECT DEP170228","500.00","credit","Paycheck","DCU Checking","",""
"2/26/2017","On The Border","ON THE BORDER","60.00","debit","Restaurants","Sapphire Card","",""
"2/26/2017","Shop Rite","SHOPRITE HILLSBORGH S1","64.40","debit","Groceries","Sapphire Card","",""
"2/26/2017","Swarovski","SWAROVSKI 095","95.12","debit","Clothing","Sapphire Card","",""
"2/26/2017","Srinus Familyrecovery","WPY*Srinus FamilyRecovery","15.00","debit","Charity","Sapphire Card","",""
"2/24/2017","Edible Arrangements","EDIBLE ARRANGEMENTS","113.29","debit","Gift","Sapphire Card","",""
"2/22/2017","BP","BP#9348269PARSIPPANY BP","37.86","debit","Gas & Fuel","Freedom Card","",""
"2/22/2017","Quick Chek Corporation","QUICK CHEK CORPORATION","22.46","debit","Gas & Fuel","Freedom Card","",""
"2/21/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","582.62","credit","Income","Kalpan Checking","Cancun Vacation2016",""
"2/21/2017","Wish.com","WISH.COM","10.00","debit","Shopping","Sapphire Card","",""
"2/21/2017","Domino's Pizza","DOMINO'S 4962","75.00","debit","Fast Food","Sapphire Card","",""
"2/20/2017","Costco - Watch","COSTCO WHSE #0322 BRIDGEWATER NJ","107.00","debit","Gift","Rewards Card","",""
"2/20/2017","Costco","COSTCO WHSE #0322 BRIDGEWATER NJ","177.45","debit","Groceries","Rewards Card","",""
"2/20/2017","Wal-Mart","WAL-MART #2651 MANVILLE NJ","52.96","debit","Home Supplies","Rewards Card","",""
"2/20/2017","Bhavani Cash & Carry","BHAVANI CASH AND CARRY GRGREEN BROOK NJ","22.67","debit","Groceries","Rewards Card","",""
"2/20/2017","Dollar Tree","DOLLARTREE HILLSBOROUGH NJ","10.69","debit","Home Supplies","Rewards Card","",""
"2/20/2017","Wal-Mart","WAL-MART #2651 MANVILLE NJ","5.28","debit","Shopping","Rewards Card","",""
"2/20/2017","Dollar Tree","DOLLARTREE HILLSBOROUGH NJ","7.14","debit","Shopping","Rewards Card","",""
"2/20/2017","Njmvc Somerville","NJMVC SOMERVILLE SOMERVILLE NJ","46.50","debit","This month special","Rewards Card","",""
"2/20/2017","Wal-Mart","WALMART.COM","68.25","debit","Shopping","Sapphire Card","2017NewFurniture",""
"2/20/2017","Petrock's Liquors","PETROCKS LIQUORS","35.23","debit","Alcohol & Bars","Sapphire Card","",""
"2/20/2017","Njmvc Somerville","NJMVC SOMERVILLE","11.00","debit","This month special","Sapphire Card","",""
"2/20/2017","Njmvc Somerville","NJMVC SOMERVILLE","11.00","debit","This month special","Sapphire Card","",""
"2/19/2017","Tim Horton's","TIM HORTON'S #915245","18.34","debit","Coffee Shops","Sapphire Card","",""
"2/19/2017","Lowe's","LOWES #01656*","4.89","debit","Home Improvement","Sapphire Card","",""
"2/17/2017","Comcast","COMCAST 800-COMCAST NJ","68.11","debit","Television","Rewards Card","",""
"2/16/2017","Kohl's","WWW.KOHLS.COM #0873","163.51","debit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/16/2017","Bellagio","BELLAGIO - TICKET OFFICE","300.22","debit","Hotel","Sapphire Card","Vacation2017 Vegas",""
"2/15/2017","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX2118034CTS INDN:BHATT,KALPAN K...","1318.55","credit","Paycheck","Kalpan Checking","",""
"2/15/2017","Interest Earned","Interest Earned","0.01","credit","Interest Income","Kalpan Savings","",""
"2/15/2017","Quick Chek Corporation","QUICK CHEK CORPORATION","34.42","debit","Gas & Fuel","Freedom Card","",""
"2/15/2017","Shop Rite","SHOPRITE HILLSBORGH S1","21.71","debit","Groceries","Sapphire Card","",""
"2/15/2017","Wayfair","WAYFAIR*Wayfair","190.45","debit","Home Improvement","Sapphire Card","2017NewFurniture",""
"2/15/2017","Kohl's","KOHL'S 0478","240.45","credit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/15/2017","Cognizant Techno Direct","COGNIZANT TECHNO DIRECT DEPPPD ID: 9111111103","500.00","credit","Paycheck","Kalpan Checking","",""
"2/14/2017","Quick Chek Corporation","QUICK CHEK CORPORATION","20.51","debit","Gas & Fuel","Freedom Card","",""
"2/14/2017","Wayfair","WAYFAIR*Wayfair","76.94","debit","Home Improvement","Sapphire Card","2017NewFurniture",""
"2/14/2017","Dollar Tree","DOLLARTREE","22.24","debit","Home Improvement","Sapphire Card","2017NewFurniture",""
"2/14/2017","Deposit Cognizant Technodirect","DEPOSIT / COGNIZANT TECHNODIRECT DEP170215","500.00","credit","Paycheck","DCU Checking","",""
"2/13/2017","Rahi","RAHI STORES BRIDGEWATER NJ","13.33","debit","Groceries","Rewards Card","",""
"2/13/2017","Stop & Shop","STOP & SHOP 0864 RARITAN NJ","3.73","debit","Groceries","Rewards Card","",""
"2/13/2017","Transfer from BOA Checking - Kalpan","PAYMENT","3584.93","credit","Credit Card Payment","Rewards Card","",""
"2/13/2017","Weis Markets","WEIS MARKETS 230 HILLSBOROUGH NJ","6.77","debit","Groceries","Rewards Card","",""
"2/13/2017","Ray Ban Sunglasses","Online Banking Transfer Conf# vkjip0ejp; Bhatt","12.00","debit","Accessories","Kalpan Checking","",""
"2/13/2017","Ray Ban Sunglasses","Online Banking Transfer Conf# mdjncxfdn; Bhatt","150.00","debit","Accessories","Kalpan Checking","",""
"2/13/2017","Transfer to BOA Cash Rewards","Bank of America Credit Card Bill Payment","3584.93","debit","Credit Card Payment","Kalpan Checking","",""
"2/13/2017","Home Goods","HOMEGOODS #266","18.16","credit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/13/2017","Dosa Grill","DOSA GRILL","30.00","debit","Restaurants","Sapphire Card","",""
"2/13/2017","IKEA","IKEA ELIZABETH","297.01","debit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/12/2017","Apple TV","SLING.COM","95.00","debit","Electronics & Software","Sapphire Card","",""
"2/12/2017","Sling.com","SLING.COM","135.09","debit","Television","Sapphire Card","",""
"2/12/2017","Southwest Airlines","SOUTHWES    5262486382301","243.88","debit","Air Travel","Freedom Card","Vacation2017 Vegas",""
"2/12/2017","Home Goods","HOMEGOODS #266","53.43","debit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/12/2017","Kohl's","WWW.KOHLS.COM #0873","240.46","debit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/12/2017","Home Goods","HOMEGOODS #266","123.91","debit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/12/2017","Bottle King","BOTTLE KING HILLSBOROUGH","21.35","debit","Alcohol & Bars","Sapphire Card","",""
"2/12/2017","Tim Horton's","TIM HORTON'S #915245","9.16","debit","Coffee Shops","Sapphire Card","",""
"2/12/2017","Sling.com","SLING.COM","15.00","debit","Television","Sapphire Card","",""
"2/10/2017","Artichoke Basilles Piz","ARTICHOKE BASILLES PIZ","10.00","debit","Fast Food","Sapphire Card","",""
"2/09/2017","Quick Chek Corporation","QUICK CHEK CORPORATION","24.18","debit","Gas & Fuel","Freedom Card","",""
"2/09/2017","Sandbar Minskoff Bar","SANDBAR-MINSKOFF BAR","20.00","debit","Alcohol & Bars","Sapphire Card","",""
"2/08/2017","Ashleys Furniture Inc.","SOUTH BRUNSWICK FURNIT NORTH BRUNSWINJ","1500.00","debit","Furnishings","Rewards Card","2017NewFurniture",""
"2/08/2017","Weis Markets","WEIS MARKETS 230 HILLSBOROUGH NJ","6.41","debit","Groceries","Rewards Card","",""
"2/08/2017","Transfer from Savings","Online Banking transfer from SAV 2431 Confirmation# 2356239393","3000.00","credit","Transfer","Kalpan Checking","",""
"2/08/2017","Transfer to BOA Checking - Kalpan","Online Banking transfer to CHK 7360 Confirmation# 2356239393","3000.00","debit","Transfer","Kalpan Savings","",""
"2/08/2017","Advance Parking Llc","ADVANCE PARKING LLC","30.00","debit","Parking","Freedom Card","",""
"2/08/2017","Burger King","BURGER KING #2668","9.16","debit","Fast Food","Sapphire Card","",""
"2/07/2017","Weis Markets","WEIS MARKETS 230 HILLSBOROUGH NJ","45.54","debit","Groceries","Rewards Card","",""
"2/07/2017","Staples","STAPLES       00118687","8.54","debit","Office Supplies","Sapphire Card","2017NewFurniture",""
"2/06/2017","Stop & Shop","STOP & SHOP 0864 RARITAN NJ","80.63","debit","Groceries","Rewards Card","",""
"2/06/2017","Transfer to CREDIT CARD","Chase Credit Cards Bill Payment","145.02","debit","Credit Card Payment","Kalpan Checking","",""
"2/06/2017","Transfer to Chase Credit","CHASE CREDIT CARDS Bill Payment","109.41","debit","Credit Card Payment","Kalpan Checking","",""
"2/06/2017","Transfer from BOA Checking - Kalpan","Payment Thank You Bill Pa","109.41","credit","Credit Card Payment","Freedom Card","",""
"2/06/2017","Transfer from BOA Checking - Kalpan","Payment Thank You Bill Pa","145.02","credit","Credit Card Payment","Sapphire Card","",""
"2/06/2017","Weis Markets","WEIS MARKETS 230","1.37","debit","Groceries","Sapphire Card","",""
"2/06/2017","Bottle King","BOTTLE KING HILLSBOROUGH","68.47","debit","Alcohol & Bars","Sapphire Card","",""
"2/05/2017","Sunoco","SUNOCO 0006956708","36.39","debit","Gas & Fuel","Freedom Card","",""
"2/05/2017","Ticketmaster","TM *THE LION KING (NEW","427.20","debit","Entertainment","Sapphire Card","",""
"2/05/2017","Honest","HONEST","53.00","debit","Restaurants","Sapphire Card","",""
"2/05/2017","Sunoco","SUNOCO 0006956708","4.61","debit","Snacks and Drinks","Sapphire Card","",""
"2/05/2017","Wyndham Cafe","ARAMARK WYNDHAM WORLDWIDE","7.48","debit","Food & Dining","Sapphire Card","",""
"2/05/2017","Event Ticket Insurance","EVENT TICKET INSURANCE","24.56","debit","Entertainment","Sapphire Card","",""
"2/05/2017","Lowe's","LOWES #01656*","11.19","debit","Home Improvement","Sapphire Card","2017NewFurniture",""
"2/04/2017","Dmart Super Market","DMART SUPER MARKET JERSEY CITY NJ","52.22","debit","Groceries","Rewards Card","",""
"2/03/2017","Exxon","EXXONMOBIL 47978093 MORRISTOWN NJ","10.00","debit","Gas & Fuel","Rewards Card","",""
"2/03/2017","Transfer to Platinum Card","BANK OF AMERICA CREDIT CARD Bill Payment","10.00","debit","Credit Card Payment","Kalpan Checking","",""
"2/03/2017","Quick Chek Corporation","QUICK CHEK CORPORATION","23.74","debit","Gas & Fuel","Freedom Card","",""
"2/03/2017","Costco","COSTCO.COM  *ONLINE","213.73","debit","Furnishings","Sapphire Card","2017NewFurniture",""
"2/03/2017","Domino's Pizza","DOMINO'S 4962","10.45","debit","Fast Food","Sapphire Card","",""
"2/03/2017","Tim Horton's","TIM HORTON'S #915245","4.04","debit","Coffee Shops","Sapphire Card","",""
"2/03/2017","Digital Ubill Paymt","WITHDRAW / DIGITAL CREDIT UBILL PAYMT170203","160.50","debit","Auto Payment","DCU Checking","",""
"2/03/2017","Digital Ubill Paymt","WITHDRAW / DIGITAL CREDIT UBILL PAYMT170203","823.55","debit","Auto Payment","DCU Checking","",""
"2/02/2017","Netflix","NETFLIX.COM NETFLIX.COM CA","10.68","debit","Movies & DVDs","Rewards Card","",""
"2/02/2017","Transfer from BOA Checking - Khushbu","Mobile/Email Transfer Conf# 1g117pzzy; BHATT, KHUSHBU","2500.00","credit","Transfer","Kalpan Savings","",""
"2/02/2017","Ipsy","IPSY   *GLAM BAG","10.00","debit","Shopping","Sapphire Card","",""
"2/02/2017","Costco Travel","COSTCO TRAVEL","2640.00","credit","Travel","Sapphire Card","Cancun Vacation2016",""
"1/31/2017","First Energy Corp.","PAYNOW*FIRST ENERGY CORP 800-794-1630 PA","21.73","debit","Utilities","Rewards Card","",""
"1/31/2017","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX2266211CTS INDN:BHATT,KALPAN K...","1318.57","credit","Paycheck","Kalpan Checking","",""
"1/31/2017","Dividend","DIVIDEND","0.02","credit","Investments","DCU Savings","",""
"1/31/2017","Cognizant Techno Direct","COGNIZANT TECHNO DIRECT DEPPPD ID: 9111111103","500.00","credit","Paycheck","Kalpan Checking","",""
"1/30/2017","Delight Big Bazar","DELIGHT BIG BAZAR PARSIPPANY NJ","74.12","debit","Groceries","Rewards Card","",""
"1/30/2017","Deposit Cognizant Technodirect","DEPOSIT / COGNIZANT TECHNODIRECT DEP170131","500.00","credit","Paycheck","DCU Checking","",""
"1/30/2017","Tim Horton's","TIM HORTON'S #915245","14.08","debit","Coffee Shops","Sapphire Card","",""
"1/30/2017","Budget","BUDGET1808322062869","177.84","debit","Home Improvement","Sapphire Card","",""
"1/30/2017","Quick Chek Corporation","QUICK CHEK CORPORATION","4.27","debit","Gas & Fuel","Sapphire Card","",""
"1/30/2017","Dunkin Donuts","DUNKIN #344732     Q35","7.02","debit","Coffee Shops","Sapphire Card","",""
"1/30/2017","Tst Bombay Wok","TST* BOMBAY WOK","52.23","debit","Restaurants","Sapphire Card","",""
"1/29/2017","Fuel One","3440 FUEL ONE","21.00","debit","Gas & Fuel","Freedom Card","",""
"1/29/2017","Chipotle","CHIPOTLE 0867","14.75","debit","Restaurants","Sapphire Card","",""
"1/29/2017","Geico","GEICO  *AUTO","5.81","credit","Auto Insurance","Sapphire Card","",""
"1/29/2017","Domino's Pizza","DOMINO'S 4571","16.45","debit","Fast Food","Sapphire Card","",""
"1/27/2017","Intervale Garden","BKOFAMERICA MOBILE 02/27 3529040626 DEPOSIT *MOBILE NJ","1452.61","credit","Mortgage & Rent","Kalpan Savings","",""
"1/27/2017","Remitly Des Remittance","REMITLY INC DES:REMITTANCE ID:CTKDW5DKSBZP5UU INDN:Kalpan Bhatt...","253.99","debit","Transfer to INDIA","Kalpan Checking","",""
"1/27/2017","Fuel One","3440 FUEL ONE","36.68","debit","Gas & Fuel","Freedom Card","",""
"1/27/2017","Wyndham Cafe","ARAMARK WYNDHAM 14 SYLVAN","4.31","debit","Food & Dining","Sapphire Card","",""
"1/27/2017","Agi Renters Condo","AGI*RENTERS/CONDO INS","69.21","credit","Home Insurance","Sapphire Card","",""
"1/26/2017","Bollywood Grill","BOLLYWOOD GRILL","28.33","debit","Restaurants","Sapphire Card","",""
"1/26/2017","Amazon.com","Amazon.ca Payments","134.15","debit","Shopping","Sapphire Card","",""
"1/26/2017","Stillwater Ins Svcs","STILLWATER INS SVCS WEB","75.00","debit","Home Insurance","Sapphire Card","",""
"1/25/2017","Fuel One","3440 FUEL ONE","23.14","debit","Gas & Fuel","Freedom Card","",""
"1/24/2017","USPS","USPS.COM MOVER'S GUIDE 800-238-3150 TN","1.00","debit","Shipping","Rewards Card","",""
"1/24/2017","USPS","USPS.COM MOVER'S GUIDE 800-238-3150 TN","1.00","debit","Shipping","Rewards Card","",""
"1/24/2017","Harvard Continuing Edu","HARVARD CONTINUING ED 617-495-4293 MA","2600.00","debit","Tuition","Rewards Card","Harvard Fees",""
"1/24/2017","Urbanog Com","URBANOG.COM","23.37","debit","Clothing","Sapphire Card","",""
"1/23/2017","Payal beauty salon","BKOFAMERICA ATM 01/23 #000009927 WITHDRWL PARSIPPANY PARSIPPANY NJ","20.00","debit","Hair","Kalpan Checking","",""
"1/23/2017","Chipotle","CHIPOTLE 2394","18.50","debit","Restaurants","Sapphire Card","",""
"1/23/2017","Shein","SheIn","52.00","debit","Clothing","Sapphire Card","",""
"1/22/2017","Ming Ii","MING II","66.85","debit","Restaurants","Sapphire Card","",""
"1/21/2017","Costco","COSTCO.COM *ONLINE 800-955-2292 WA","74.99","debit","Groceries","Rewards Card","",""
"1/20/2017","Fuel One","3440 FUEL ONE","23.00","debit","Gas & Fuel","Sapphire Card","",""
"1/19/2017","Target","TARGET.COM  *","19.99","debit","Shopping","Sapphire Card","",""
"1/19/2017","Target","TARGET.COM  *","42.98","debit","Shopping","Sapphire Card","",""
"1/19/2017","Comcast","COMCAST 800-COMCAST NJ","25.00","debit","Television","Rewards Card","",""
"1/19/2017","Account Maintenance Fee","Monthly Maintenance Fee","5.00","debit","Bank Fee","Kalpan Savings","",""
"1/19/2017","Interest Earned","Interest Earned","0.01","credit","Interest Income","Kalpan Savings","",""
"1/18/2017","UNIQLO Jersey Gardens","UNIQLO JERSEY GARDEN #75 ELIZABETH NJ","89.70","debit","Clothing","Rewards Card","",""
"1/18/2017","Forever 21","0078 FOREVER 21 ELIZABETH NJ","39.70","debit","Clothing","Rewards Card","",""
"1/18/2017","Tommy Hilfiger","TOMMY HILFIGER #205 ELIZABETH NJ","224.67","debit","Clothing","Rewards Card","",""
"1/18/2017","Online Banking Transfer","Online Banking Transfer Conf# uj6ulfn6t; Gopani, HARDIP","68.04","debit","Transfer","Kalpan Checking","",""
"1/18/2017","Burger King","BURGER KING JE12212007","15.89","debit","Fast Food","Sapphire Card","",""
"1/17/2017","Quick Chek Corporation","QUICK CHEK CORPORATION HILLSBOROUGH NJ","26.45","debit","Gas & Fuel","Rewards Card","",""
"1/17/2017","Optimum Ny","OPTIMUM #7876 973-398-5757 NY","70.19","debit","Internet","Rewards Card","",""
"1/17/2017","Victoria's Secret","VICTORIA'S SECRET 1131 ELIZABETH NJ","56.58","debit","Clothing","Rewards Card","",""
"1/17/2017","Deposit P P","DEPOSIT / 01/17/2017 P2P Payment From: SHALIN GOSALIA, DCU PEOPLE PAY 220 DONAL","13.75","credit","Income","DCU Checking","",""
"1/17/2017","Nanking","NANKING-JERSEY CITY","27.79","debit","Restaurants","Sapphire Card","",""
"1/17/2017","Auntie Anne Nj","AUNTIE ANNE'S NJ125","3.95","debit","Food & Dining","Sapphire Card","",""
"1/17/2017","Auntie Anne Nj","AUNTIE ANNE'S NJ125","3.95","debit","Food & Dining","Sapphire Card","",""
"1/17/2017","Sp Sugarbearhair","SP * SUGARBEARHAIR","90.99","debit","Hair","Sapphire Card","",""
"1/16/2017","Honest","HONEST","57.00","debit","Restaurants","Sapphire Card","",""
"1/13/2017","Sunnymeade Run","USPS PO 336390 01/13 #000900986 PURCHASE USPS PO 33639002 PARSIPPANY NJ","1620.00","debit","Mortgage & Rent","Kalpan Checking","",""
